,Name,Company,City,Year,KM_Driven,No._of_Owners,Fuel_Type,Calculated_Score,On_Road_Price
3122,MARUTIEECO,MARUTI,Bangalore,2019,31631,1,Petrol,507000,489799
3123,RENAULTKWID,RENAULT,Bangalore,2020,21144,1,Petrol,507000,540099
3124,HONDAAMAZE,HONDA,Bangalore,2014,54126,2,Petrol,362000,443699
3125,TATANEXON,TATA,Bangalore,2019,28283,1,Petrol,948000,808799
3126,MARUTICIAZ,MARUTI,Bangalore,2017,65702,2,Petrol,507000,682899
3127,MARUTIS CROSS,MARUTI,Bangalore,2021,5669,1,Petrol,948000,1205699
3128,MARUTICELERIO,MARUTI,Bangalore,2017,51025,1,Petrol,507000,508099
3129,TATATIAGO,TATA,Bangalore,2018,45107,1,Petrol,507000,510699
3130,HYUNDAII10,HYUNDAI,Bangalore,2014,89154,2,Petrol,204000,347899
3131,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2021,11294,1,Petrol,507000,604099
3132,HONDACITY,HONDA,Bangalore,2014,59119,2,Petrol,362000,604499
3133,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2020,16957,1,Petrol,734000,569899
3134,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,12615,1,Petrol,734000,695099
3135,HYUNDAIEON,HYUNDAI,Bangalore,2016,59316,1,Petrol,280000,331499
3136,MARUTIDZIRE,MARUTI,Bangalore,2018,23996,1,Petrol,338000,676599
3137,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,14413,1,Petrol,734000,778799
3138,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,16645,1,Petrol,362000,622099
3139,HONDABRIO,HONDA,Bangalore,2016,28718,2,Petrol,362000,463399
3140,HYUNDAINEW I20,HYUNDAI,Bangalore,2021,9259,1,Petrol,948000,929499
3141,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,33280,1,Petrol,362000,453499
3142,TATANEXON,TATA,Bangalore,2021,13539,1,Diesel,715000,1263899
3143,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,68840,1,Petrol,507000,462299
3144,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,67527,1,Petrol,715000,959899
3145,RENAULTKWID,RENAULT,Bangalore,2018,36210,1,Petrol,338000,436299
3146,TATANEXON,TATA,Bangalore,2018,16894,1,Petrol,338000,1075599
3147,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,41121,1,Petrol,362000,516199
3148,HYUNDAIVENUE,HYUNDAI,Bangalore,2019,18933,1,Petrol,948000,1133899
3149,MARUTISWIFT,MARUTI,Bangalore,2014,66640,1,Petrol,362000,573099
3150,TATATIAGO,TATA,Bangalore,2018,65303,2,Petrol,507000,429499
3151,MARUTISWIFT,MARUTI,Bangalore,2018,66793,1,Diesel,507000,731499
3152,FORDECOSPORT,FORD,Bangalore,2016,45461,1,Petrol,362000,674399
3153,MARUTIBALENO,MARUTI,Bangalore,2018,13441,1,Petrol,740000,715599
3154,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,37959,1,Petrol,740000,645099
3155,MARUTIBALENO,MARUTI,Bangalore,2019,75232,1,Petrol,507000,683599
3156,HYUNDAICRETA,HYUNDAI,Bangalore,2016,75758,2,Diesel,204000,1016399
3157,HYUNDAIVERNA,HYUNDAI,Bangalore,2019,21667,1,Petrol,734000,1258549
3158,TATANEXON,TATA,Bangalore,2018,32961,1,Diesel,338000,1001199
3159,VOLKSWAGENAMEO,VOLKSWAGEN,Bangalore,2017,45831,2,Diesel,338000,739499
3160,TATATIAGO,TATA,Bangalore,2018,60745,1,Petrol,507000,468899
3161,RENAULTKWID,RENAULT,Bangalore,2019,28966,1,Petrol,734000,459999
3162,HONDACITY,HONDA,Bangalore,2019,34364,1,Petrol,507000,937399
3163,HONDAJAZZ,HONDA,Bangalore,2019,13486,2,Petrol,338000,815099
3164,KIASONET,KIA,Bangalore,2020,24319,1,Petrol,715000,1271399
3165,HYUNDAIVERNA,HYUNDAI,Bangalore,2018,23422,2,Petrol,338000,929099
3166,HYUNDAIELITE I20,HYUNDAI,Bangalore,2014,90015,1,Diesel,204000,600799
3167,MARUTIWAGON R 1.0,MARUTI,Bangalore,2014,33716,2,Petrol,362000,382799
3168,HONDACITY,HONDA,Bangalore,2018,20105,1,Petrol,338000,961099
3169,HYUNDAIELITE I20,HYUNDAI,Bangalore,2019,29096,1,Petrol,734000,863599
3170,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,48454,1,Petrol,362000,491999
3171,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,14016,2,Petrol,734000,1194299
3172,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,35449,2,Petrol,362000,492099
3173,MARUTIVITARA BREZZA,MARUTI,Bangalore,2020,29891,2,Petrol,715000,1150899
3174,FORDECOSPORT,FORD,Bangalore,2019,22922,1,Petrol,734000,945199
3175,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,63730,2,Petrol,204000,676699
3176,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,41898,2,Diesel,507000,699199
3177,FORDECOSPORT,FORD,Bangalore,2019,39576,1,Diesel,507000,1046999
3178,HYUNDAIVENUE,HYUNDAI,Bangalore,2019,23510,1,Petrol,734000,1241399
3179,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,49877,1,Diesel,1040000,830999
3180,RENAULTDUSTER,RENAULT,Bangalore,2016,73781,1,Diesel,204000,877899
3181,MARUTIALTO K10,MARUTI,Bangalore,2014,77037,2,Petrol,362000,286099
3182,HYUNDAIELITE I20,HYUNDAI,Bangalore,2014,73654,2,Diesel,362000,593599
3183,RENAULTDUSTER,RENAULT,Bangalore,2013,97674,1,Diesel,204000,636299
3184,RENAULTTRIBER,RENAULT,Bangalore,2021,20830,2,Petrol,507000,752199
3185,TATANEXON,TATA,Bangalore,2019,10780,1,Petrol,734000,1084999
3186,TATAALTROZ,TATA,Bangalore,2020,9286,1,Petrol,734000,866199
3187,HONDACITY,HONDA,Bangalore,2015,93906,1,Petrol,204000,673299
3188,KIASELTOS,KIA,Bangalore,2020,29605,1,Petrol,715000,1305399
3189,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,20658,1,Petrol,507000,693599
3190,TATANEXON,TATA,Bangalore,2019,31511,1,Diesel,507000,1153699
3191,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,77360,1,Petrol,507000,579799
3192,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,31521,1,Petrol,362000,718699
3193,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,18831,1,Petrol,948000,1017099
3194,MARUTICIAZ,MARUTI,Bangalore,2019,29034,1,Petrol,734000,891799
3195,MARUTIDZIRE,MARUTI,Bangalore,2018,25101,2,Petrol,338000,660899
3196,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,73612,1,Petrol,204000,592199
3197,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,19012,1,Petrol,948000,1198699
3198,TATANEXON,TATA,Bangalore,2019,18057,2,Petrol,948000,981299
3199,RENAULTKWID,RENAULT,Bangalore,2019,18953,1,Petrol,734000,486199
3200,HYUNDAICRETA,HYUNDAI,Bangalore,2017,70314,1,Diesel,630000,1208199
3201,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,68097,1,Diesel,507000,484899
3202,MARUTIBALENO,MARUTI,Bangalore,2018,37747,1,Petrol,338000,618399
3203,RENAULTTRIBER,RENAULT,Bangalore,2022,29596,1,Petrol,507000,745299
3204,HYUNDAIVERNA,HYUNDAI,Bangalore,2015,35115,1,Petrol,362000,723699
3205,MARUTICELERIO,MARUTI,Bangalore,2017,32879,1,Petrol,338000,523799
3206,RENAULTDUSTER,RENAULT,Bangalore,2015,68450,1,Diesel,362000,688379
3207,FORDECOSPORT,FORD,Bangalore,2019,57342,1,Diesel,507000,994799
3208,RENAULTKWID,RENAULT,Bangalore,2016,85057,1,Petrol,204000,372099
3209,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,91564,1,Petrol,507000,514299
3210,HONDABRIO,HONDA,Bangalore,2013,57528,1,Petrol,362000,431499
3211,MARUTIS CROSS,MARUTI,Bangalore,2018,47578,1,Diesel,630000,1004999
3212,FORDECOSPORT,FORD,Bangalore,2016,55817,2,Petrol,362000,718099
3213,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,44623,1,Petrol,362000,436999
3214,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2019,22060,1,Petrol,338000,657399
3215,MAHINDRAXUV500,MAHINDRA,Bangalore,2017,98655,1,Diesel,715000,1328599
3216,MARUTIDZIRE,MARUTI,Bangalore,2018,47201,1,Diesel,507000,857199
3217,DATSUNREDI GO,DATSUN,Bangalore,2017,51449,2,Petrol,280000,286799
3218,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2018,17076,1,Petrol,740000,594699
3219,HYUNDAII20,HYUNDAI,Bangalore,2014,69409,2,Petrol,362000,478999
3220,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,27649,1,Petrol,362000,746449
3221,HYUNDAICRETA,HYUNDAI,Bangalore,2016,29093,2,Petrol,1040000,892199
3222,MAHINDRAMARAZZO,MAHINDRA,Bangalore,2019,17056,1,Diesel,338000,1260149
3223,RENAULTKWID,RENAULT,Bangalore,2016,23698,1,Petrol,362000,367999
3224,MARUTICIAZ,MARUTI,Bangalore,2019,36863,2,Petrol,507000,836299
3225,KIASELTOS,KIA,Bangalore,2019,35765,1,Petrol,507000,1192399
3226,HYUNDAINEW I20,HYUNDAI,Bangalore,2020,15479,1,Petrol,948000,997999
3227,MARUTICELERIO,MARUTI,Bangalore,2017,61254,1,Petrol,507000,502399
3228,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,79941,1,Petrol,507000,787099
3229,MARUTISWIFT,MARUTI,Bangalore,2018,46148,1,Petrol,507000,736499
3230,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,8900,2,Petrol,948000,1275599
3231,HONDACITY,HONDA,Bangalore,2020,21302,1,Petrol,507000,1338199
3232,VOLKSWAGENVENTO,VOLKSWAGEN,Bangalore,2016,41836,2,Petrol,362000,843399
3233,MARUTIBALENO,MARUTI,Bangalore,2016,39984,1,Petrol,362000,629499
3234,MARUTIDZIRE,MARUTI,Bangalore,2018,40663,1,Petrol,507000,677299
3235,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,99605,1,Petrol,204000,570899
3236,HONDACITY,HONDA,Bangalore,2017,24846,1,Petrol,338000,868599
3237,MARUTIBALENO,MARUTI,Bangalore,2017,17481,2,Petrol,740000,676549
3238,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,53517,1,Petrol,362000,492699
3239,RENAULTKWID,RENAULT,Bangalore,2017,32857,1,Petrol,338000,425299
3240,HONDAWR-V,HONDA,Bangalore,2019,15638,1,Petrol,734000,890299
3241,HYUNDAII20,HYUNDAI,Bangalore,2013,43709,1,Petrol,362000,536899
3242,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,62578,2,Diesel,715000,956299
3243,TATAALTROZ,TATA,Bangalore,2020,18180,1,Petrol,734000,840399
3244,MARUTIALTO K10,MARUTI,Bangalore,2013,66294,1,Petrol,362000,294899
3245,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,22887,1,Petrol,734000,557599
3246,MARUTIS PRESSO,MARUTI,Bangalore,2022,12117,1,Petrol,507000,587599
3247,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,48549,2,Petrol,507000,553499
3248,HONDACITY,HONDA,Bangalore,2018,33027,1,Petrol,740000,914699
3249,MARUTICIAZ,MARUTI,Bangalore,2016,95140,1,Petrol,507000,694499
3250,RENAULTDUSTER,RENAULT,Bangalore,2017,25990,1,Petrol,338000,862699
3251,MARUTIWAGON R 1.0,MARUTI,Bangalore,2014,43536,1,Petrol,362000,380999
3252,MARUTIVITARA BREZZA,MARUTI,Bangalore,2016,94426,2,Diesel,715000,704199
3253,HONDAJAZZ,HONDA,Bangalore,2017,34933,1,Petrol,338000,678399
3254,MARUTIWAGON R 1.0,MARUTI,Bangalore,2012,46363,2,Petrol,280000,350549
3255,KIASELTOS,KIA,Bangalore,2019,41769,1,Petrol,507000,1541999
3256,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,53183,1,Diesel,630000,1019299
3257,MARUTIEECO,MARUTI,Bangalore,2017,58128,1,Petrol,507000,401399
3258,RENAULTDUSTER,RENAULT,Bangalore,2016,80796,1,Diesel,644000,875999
3259,TATATIAGO,TATA,Bangalore,2018,55926,1,Petrol,507000,544599
3260,MARUTIDZIRE,MARUTI,Bangalore,2019,23676,2,Petrol,734000,772699
3261,HONDAAMAZE,HONDA,Bangalore,2014,79348,2,Petrol,362000,425399
3262,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,97532,1,Petrol,507000,466399
3263,MARUTIBALENO,MARUTI,Bangalore,2017,15964,2,Petrol,740000,713099
3264,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,13730,1,Petrol,734000,799099
3265,HYUNDAIELITE I20,HYUNDAI,Bangalore,2015,61900,2,Petrol,1040000,621299
3266,HYUNDAIVERNA,HYUNDAI,Bangalore,2018,50133,1,Petrol,507000,885699
3267,TATANEXON,TATA,Bangalore,2020,37395,1,Diesel,715000,1103999
3268,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,76215,2,Petrol,507000,574799
3269,HONDAAMAZE,HONDA,Bangalore,2017,29107,2,Petrol,338000,597399
3270,MARUTICELERIO,MARUTI,Bangalore,2018,48174,1,Petrol,507000,537799
3271,RENAULTDUSTER,RENAULT,Bangalore,2017,64902,2,Diesel,630000,885999
3272,MARUTIVITARA BREZZA,MARUTI,Bangalore,2020,52339,1,Petrol,715000,1082999
3273,HYUNDAIVERNA,HYUNDAI,Bangalore,2016,29406,2,Petrol,362000,749199
3274,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,32881,1,Petrol,362000,570399
3275,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,48136,1,Petrol,362000,494199
3276,HYUNDAII20 ACTIVE,HYUNDAI,Bangalore,2018,10625,1,Petrol,740000,782699
3277,TATANEXON,TATA,Bangalore,2018,43822,2,Petrol,507000,918699
3278,HONDACITY,HONDA,Bangalore,2015,30728,1,Petrol,362000,823299
3279,FORDECOSPORT,FORD,Bangalore,2018,24527,2,Petrol,740000,1133599
3280,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,44771,1,Petrol,362000,523199
3281,HYUNDAIELITE I20,HYUNDAI,Bangalore,2016,92550,2,Diesel,715000,670499
3282,HYUNDAII10,HYUNDAI,Bangalore,2013,44913,2,Petrol,362000,362299
3283,MARUTIS CROSS,MARUTI,Bangalore,2021,10497,1,Petrol,715000,1324699
3284,MARUTIBALENO,MARUTI,Bangalore,2018,62250,1,Petrol,507000,576399
3285,JEEPCOMPASS,JEEP,Bangalore,2018,50753,1,Diesel,507000,1422799
3286,FORDECOSPORT,FORD,Bangalore,2019,44039,1,Petrol,507000,1006499
3287,MARUTIDZIRE,MARUTI,Bangalore,2018,15805,1,Petrol,338000,816599
3288,HONDACITY,HONDA,Bangalore,2017,26214,1,Petrol,338000,911899
3289,SKODARAPID,SKODA,Bangalore,2017,31023,2,Petrol,338000,770499
3290,TATATIAGO,TATA,Bangalore,2018,99119,1,Petrol,507000,543699
3291,MARUTIALTO,MARUTI,Bangalore,2022,4812,1,Petrol,734000,455099
3292,RENAULTKWID,RENAULT,Bangalore,2017,22971,2,Petrol,338000,447999
3293,MARUTIDZIRE,MARUTI,Bangalore,2017,24123,1,Petrol,338000,834299
3294,HYUNDAIGRAND I10 NIOS,HYUNDAI,Bangalore,2020,27224,1,Petrol,507000,712299
3295,MAHINDRAXUV 3OO,MAHINDRA,Bangalore,2020,26447,2,Petrol,715000,1133499
3296,MARUTIDZIRE,MARUTI,Bangalore,2019,80402,1,Diesel,715000,783099
3297,HYUNDAICRETA,HYUNDAI,Bangalore,2017,45644,3,Petrol,338000,986299
3298,HYUNDAII20 ACTIVE,HYUNDAI,Bangalore,2016,48052,2,Petrol,362000,659899
3299,HONDACITY,HONDA,Bangalore,2017,30069,1,Petrol,338000,885999
3300,MARUTIS PRESSO,MARUTI,Bangalore,2020,20814,1,Petrol,507000,530299
3301,RENAULTKWID,RENAULT,Bangalore,2018,25225,1,Petrol,338000,461099
3302,TATATIAGO,TATA,Bangalore,2017,65259,1,Petrol,507000,523599
3303,MARUTIS CROSS,MARUTI,Bangalore,2017,49700,2,Diesel,338000,692249
3304,HYUNDAICRETA,HYUNDAI,Bangalore,2017,93047,1,Diesel,715000,1041099
3305,RENAULTKWID,RENAULT,Bangalore,2016,39669,1,Petrol,280000,379299
3306,HYUNDAIELITE I20,HYUNDAI,Bangalore,2018,26072,1,Petrol,740000,808599
3307,MARUTIBALENO,MARUTI,Bangalore,2017,66052,1,Petrol,507000,626999
3308,HONDAJAZZ,HONDA,Bangalore,2017,20070,1,Petrol,338000,680299
3309,MARUTIALTO 800,MARUTI,Bangalore,2015,69910,2,Petrol,362000,304399
3310,HYUNDAIELITE I20,HYUNDAI,Bangalore,2019,58406,1,Petrol,507000,748099
3311,MARUTICIAZ,MARUTI,Bangalore,2017,40984,1,Petrol,338000,769199
3312,HYUNDAICRETA,HYUNDAI,Bangalore,2017,14280,2,Petrol,740000,1162299
3313,HYUNDAICRETA,HYUNDAI,Bangalore,2017,26232,2,Petrol,740000,1091949
3314,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,49600,2,Petrol,362000,441199
3315,HYUNDAICRETA,HYUNDAI,Bangalore,2017,80617,1,Diesel,715000,1169999
3316,MARUTIALTO 800,MARUTI,Bangalore,2014,56968,1,Petrol,362000,312099
3317,MARUTICELERIO,MARUTI,Bangalore,2014,90910,1,Petrol,322000,379199
3318,TATATIAGO,TATA,Bangalore,2017,50698,1,Petrol,507000,574299
3319,MARUTIDZIRE,MARUTI,Bangalore,2017,58023,2,Petrol,507000,646699
3320,MARUTIDZIRE,MARUTI,Bangalore,2017,39313,1,Petrol,338000,750499
3321,JEEPCOMPASS,JEEP,Bangalore,2017,67646,2,Diesel,507000,1399399
3322,JEEPCOMPASS,JEEP,Bangalore,2019,90208,1,Diesel,507000,1404699
3323,MARUTIS PRESSO,MARUTI,Bangalore,2021,10534,2,Petrol,507000,551199
3324,TATANEXON,TATA,Bangalore,2019,50142,1,Diesel,507000,1101399
3325,HYUNDAIXCENT,HYUNDAI,Bangalore,2017,18347,2,Petrol,740000,619799
3326,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2016,47796,1,Petrol,362000,508399
3327,MARUTIEECO,MARUTI,Bangalore,2019,29026,1,Petrol,715000,449299
3328,HONDABRIO,HONDA,Bangalore,2017,43650,1,Petrol,338000,641499
3329,HONDACITY,HONDA,Bangalore,2020,44064,2,Petrol,507000,933799
3330,TOYOTAYARIS,TOYOTA,Bangalore,2019,23134,1,Petrol,338000,1147799
3331,MARUTIALTO 800,MARUTI,Bangalore,2015,36142,1,Petrol,362000,326299
3332,MARUTIWAGON R 1.0,MARUTI,Bangalore,2016,80760,1,Petrol,204000,396699
3333,MARUTIWAGON R 1.0,MARUTI,Bangalore,2012,72331,1,Petrol,362000,346899
3334,MARUTIDZIRE,MARUTI,Bangalore,2017,32608,1,Petrol,338000,725599
3335,HONDACITY,HONDA,Bangalore,2015,65098,1,Petrol,362000,716349
3336,MARUTIVITARA BREZZA,MARUTI,Bangalore,2018,62634,1,Diesel,715000,965099
3337,MARUTIWAGON R 1.0,MARUTI,Bangalore,2015,32301,1,Petrol,362000,428899
3338,RENAULTKWID,RENAULT,Bangalore,2017,27272,2,Petrol,468000,374299
3339,HYUNDAIVENUE,HYUNDAI,Bangalore,2021,27755,1,Diesel,715000,1249399
3340,MARUTIDZIRE,MARUTI,Bangalore,2017,93364,1,Petrol,715000,696499
3341,RENAULTDUSTER,RENAULT,Bangalore,2016,74350,2,Diesel,644000,813999
3342,FORDECOSPORT,FORD,Bangalore,2019,42796,1,Petrol,507000,1077999
3343,MARUTIDZIRE,MARUTI,Bangalore,2018,69916,1,Diesel,507000,761699
3344,MARUTIALTO K10,MARUTI,Bangalore,2018,24358,1,Petrol,338000,390099
3345,MARUTIS CROSS,MARUTI,Bangalore,2020,13482,1,Petrol,948000,1238199
3346,FORDECOSPORT,FORD,Bangalore,2016,67126,1,Diesel,644000,750599
3347,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,12831,1,Petrol,948000,1267699
3348,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,19318,2,Petrol,338000,654199
3349,MARUTIALTO K10,MARUTI,Bangalore,2012,62963,1,Petrol,362000,301299
3350,RENAULTKWID,RENAULT,Bangalore,2017,37319,1,Petrol,468000,423499
3351,HONDACITY,HONDA,Bangalore,2017,73052,1,Diesel,507000,903499
3352,HONDAJAZZ,HONDA,Bangalore,2017,28338,2,Petrol,338000,711299
3353,HYUNDAIELITE I20,HYUNDAI,Bangalore,2018,32322,1,Petrol,338000,773799
3354,DATSUNREDI GO,DATSUN,Bangalore,2017,26866,2,Petrol,362000,308199
3355,RENAULTDUSTER,RENAULT,Bangalore,2016,85066,2,Diesel,644000,819899
3356,MARUTICIAZ,MARUTI,Bangalore,2017,52802,2,Petrol,507000,690399
3357,DATSUNREDI GO,DATSUN,Bangalore,2017,17582,1,Petrol,338000,319449
3358,MARUTIS CROSS,MARUTI,Bangalore,2015,70712,1,Diesel,204000,754199
3359,MGHECTOR,MG,Bangalore,2020,39154,1,Petrol,507000,1664099
3360,MARUTIWAGON R 1.0,MARUTI,Bangalore,2016,79240,1,Petrol,204000,413399
3361,MARUTIBALENO,MARUTI,Bangalore,2018,34478,2,Petrol,338000,693599
3362,TATANEXON,TATA,Bangalore,2020,16652,1,Petrol,948000,1077399
3363,MARUTIALTO 800,MARUTI,Bangalore,2018,43511,2,Petrol,507000,353299
3364,HYUNDAIXCENT,HYUNDAI,Bangalore,2017,14566,1,Petrol,740000,655499
3365,HYUNDAIELITE I20,HYUNDAI,Bangalore,2019,48224,1,Petrol,507000,801499
3366,MARUTIIGNIS,MARUTI,Bangalore,2021,27804,1,Petrol,715000,597299
3367,MARUTIS PRESSO,MARUTI,Bangalore,2019,21755,1,Petrol,948000,494599
3368,HONDACITY,HONDA,Bangalore,2016,80478,1,Petrol,204000,845199
3369,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,50430,1,Petrol,507000,509499
3370,HONDAWR-V,HONDA,Bangalore,2018,49995,1,Diesel,630000,877699
3371,MARUTICIAZ,MARUTI,Bangalore,2018,53644,2,Diesel,630000,877699
3372,MARUTIIGNIS,MARUTI,Bangalore,2021,10067,2,Petrol,734000,754399
3373,MARUTIS PRESSO,MARUTI,Bangalore,2020,29041,1,Petrol,507000,496399
3374,TATATIGOR,TATA,Bangalore,2017,62104,1,Petrol,507000,547699
3375,HONDACITY,HONDA,Bangalore,2016,67007,1,Petrol,204000,815099
3376,TOYOTAGLANZA,TOYOTA,Bangalore,2021,10684,1,Petrol,715000,866099
3377,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2019,30791,1,Petrol,338000,508799
3378,MARUTIALTO 800,MARUTI,Bangalore,2017,75967,1,Petrol,507000,311499
3379,HYUNDAICRETA,HYUNDAI,Bangalore,2018,45430,1,Petrol,507000,1310399
3380,VOLKSWAGENVENTO,VOLKSWAGEN,Bangalore,2016,64101,2,Petrol,204000,879399
3381,VOLKSWAGENVENTO,VOLKSWAGEN,Bangalore,2017,69593,1,Petrol,630000,857399
3382,MARUTIBALENO,MARUTI,Bangalore,2016,53181,2,Petrol,362000,628299
3383,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,63999,1,Petrol,362000,526549
3384,VOLKSWAGENAMEO,VOLKSWAGEN,Bangalore,2016,67184,2,Petrol,204000,541999
3385,KIASELTOS,KIA,Bangalore,2020,36541,1,Petrol,507000,1765599
3386,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2018,50506,2,Petrol,507000,493899
3387,TATATIGOR,TATA,Bangalore,2017,60770,1,Petrol,507000,557399
3388,MARUTIALTO 800,MARUTI,Bangalore,2017,56231,1,Petrol,630000,339999
3389,HYUNDAIVENUE,HYUNDAI,Bangalore,2020,24718,1,Petrol,715000,1120299
3390,HONDACITY,HONDA,Bangalore,2019,42538,1,Petrol,507000,1165299
3391,HYUNDAIXCENT,HYUNDAI,Bangalore,2018,51602,1,Petrol,507000,617499
3392,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2015,77947,1,Petrol,204000,520899
3393,HYUNDAIVERNA,HYUNDAI,Bangalore,2018,91828,2,Diesel,715000,900899
3394,MARUTIS PRESSO,MARUTI,Bangalore,2021,30798,1,Petrol,507000,522899
3395,HYUNDAIELITE I20,HYUNDAI,Bangalore,2017,70734,1,Diesel,507000,738299
3396,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,23298,2,Petrol,338000,546099
3397,MARUTIBALENO,MARUTI,Bangalore,2016,76549,1,Diesel,204000,693699
3398,MARUTIWAGON R 1.0,MARUTI,Bangalore,2014,46987,2,Petrol,362000,381499
3399,MARUTIBALENO,MARUTI,Bangalore,2017,22323,2,Petrol,740000,722899
3400,HONDAJAZZ,HONDA,Bangalore,2017,54761,2,Petrol,507000,658999
3401,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2014,53604,2,Petrol,362000,432599
3402,MARUTIS PRESSO,MARUTI,Bangalore,2020,26425,1,Petrol,507000,523499
3403,FORDECOSPORT,FORD,Bangalore,2018,62393,1,Diesel,507000,968899
3404,MARUTIDZIRE,MARUTI,Bangalore,2017,24779,1,Petrol,338000,732499
3405,HONDAJAZZ,HONDA,Bangalore,2017,43698,1,Petrol,338000,671099
3406,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,28087,2,Petrol,338000,641699
3407,TATANEXON,TATA,Bangalore,2018,58806,1,Diesel,630000,1035499
3408,HYUNDAIGRAND I10,HYUNDAI,Bangalore,2017,25878,1,Petrol,338000,577999
3409,KIASELTOS,KIA,Bangalore,2020,31581,1,Petrol,507000,1740099
3410,MARUTIS PRESSO,MARUTI,Bangalore,2020,60458,1,Petrol,507000,465699
3411,TATANEXON,TATA,Bangalore,2020,25800,2,Petrol,715000,1007299
3412,MARUTIS PRESSO,MARUTI,Bangalore,2021,10223,1,Petrol,507000,498799
3413,MARUTIDZIRE,MARUTI,Bangalore,2017,46191,1,Petrol,338000,611799
3414,MARUTIBALENO,MARUTI,Bangalore,2018,34908,1,Petrol,338000,845399
3415,HYUNDAIXCENT,HYUNDAI,Bangalore,2017,57227,2,Petrol,507000,576499
3416,MARUTIS PRESSO,MARUTI,Bangalore,2020,67118,1,Petrol,507000,486299
3417,MARUTICIAZ,MARUTI,Bangalore,2017,55049,1,Petrol,507000,767799
3418,MARUTIIGNIS,MARUTI,Bangalore,2020,19785,1,Petrol,948000,685999
3419,MARUTIBALENO,MARUTI,Bangalore,2017,55819,2,Petrol,507000,624599
3420,MARUTIS CROSS,MARUTI,Bangalore,2021,22190,2,Petrol,715000,1079599
3421,HYUNDAINEW SANTRO,HYUNDAI,Bangalore,2018,55868,2,Petrol,507000,586799
3422,TATANEXON,TATA,Bangalore,2020,20273,1,Petrol,734000,1063499
3423,HONDACITY,HONDA,Bangalore,2017,63623,1,Petrol,507000,787799
3424,HYUNDAIVERNA,HYUNDAI,Bangalore,2017,40952,1,Petrol,740000,952599
3425,FORDFREESTYLE,FORD,Bangalore,2018,84573,1,Diesel,507000,688699
3426,HYUNDAIELITE I20,HYUNDAI,Bangalore,2018,44528,1,Petrol,507000,808799
